caseid,totalnewsbinary_All_ref,totalnewscount_All_ref,log_news_All_ref,Average_domain_NewsG_Score_All_ref,Count_Reliable_NewsG_Score_All_ref,Count_Unreliable_NewsG_Score_All_ref,Prop_Reliable_NewsG_Score_All_ref,Prop_Unreliable_NewsG_Score_All_ref
1151616113,1,4,1.3862943611198906,92.5,0.6020599913279624,0,0.75,0
1151616125,1,24,3.1780538303479458,90.83333333333333,1.3979400086720377,0,1,0
1151616131,1,53,3.970291913552122,88.71794871794872,1.6020599913279623,0,0.7358490566037735,0
1151616145,1,37,3.6109179126442243,66.11111111111111,0.8450980400142568,0.6020599913279624,0.16216216216216217,0.08108108108108109
1151616155,1,4,1.3862943611198906,93.75,0.47712125471966244,0,0.5,0
1151616159,1,17,2.833213344056216,89.27272727272727,1.0791812460476249,0,0.6470588235294118,0
1151616163,1,1,0,NaN,0,0,0,0
1151616165,1,33,3.4965075614664802,86.57692307692308,1.1139433523068367,0.3010299956639812,0.36363636363636365,0.030303030303030304
1151616169,1,11,2.3978952727983707,90,0.7781512503836436,0,0.45454545454545453,0
1151616171,1,64,4.1588830833596715,91.38888888888889,1,0,0.140625,0
1151616177,1,34,3.5263605246161616,88.79310344827586,1.4771212547196624,0,0.8529411764705882,0
1151616187,1,27,3.295836866004329,86.13636363636364,1.3617278360175928,0,0.8148148148148148,0
1151616189,1,24,3.1780538303479458,84.45238095238095,1.2787536009528289,0.6020599913279624,0.75,0.125
1151616197,1,213,5.3612921657094255,91.96649484536083,2.285557309007774,0.47712125471966244,0.9014084507042254,0.009389671361502348
1151616207,1,27,3.295836866004329,76.02173913043478,1.3222192947339193,0.6020599913279624,0.7407407407407407,0.1111111111111111
1151616219,1,94,4.543294782270004,90.08064516129032,1.9731278535996986,0,0.9893617021276596,0
1151616221,1,12,2.4849066497880004,87.77777777777777,1,0,0.75,0
1151616227,1,24,3.1780538303479458,67.30952380952381,1.0413926851582251,1.0791812460476249,0.4166666666666667,0.4583333333333333
1151616229,1,5,1.6094379124341003,93.33333333333333,0.6020599913279624,0,0.6,0
1151616245,1,30,3.4011973816621555,85.3529411764706,1.2041199826559248,0.47712125471966244,0.5,0.06666666666666667
1151616249,1,182,5.204006687076795,95.25766871165644,2.214843848047698,0,0.8956043956043956,0
1151616253,1,25,3.2188758248682006,81.73529411764706,1.2304489213782739,0.3010299956639812,0.64,0.04
1151616255,1,32,3.4657359027997265,89.5,1,0.3010299956639812,0.28125,0.03125
1151616261,1,219,5.389071729816501,89.2030303030303,2.2174839442139063,0.3010299956639812,0.7488584474885844,0.0045662100456621
1151616267,1,56,4.02535169073515,81.55813953488372,1.568201724066995,0.9030899869919435,0.6428571428571429,0.125
1151616283,1,7,1.9459101490553132,86.07142857142857,0.9030899869919435,0,1,0
1151616285,1,17,2.833213344056216,94.23076923076923,1.146128035678238,0,0.7647058823529411,0
1151616293,1,7,1.9459101490553132,89.28571428571429,0.9030899869919435,0,1,0
1151616295,1,32,3.4657359027997265,89.1842105263158,1.2787536009528289,0.3010299956639812,0.5625,0.03125
1151616307,1,63,4.143134726391533,87.89814814814815,1.7160033436347992,0.6020599913279624,0.8095238095238095,0.047619047619047616
1151616313,1,12,2.4849066497880004,93.21428571428571,0.9030899869919435,0,0.5833333333333334,0
1151616321,1,10,2.302585092994046,93.33333333333333,1,0,0.9,0
1151616333,1,234,5.455321115357702,99.18103448275862,2.367355921026019,0,0.9914529914529915,0
1151616349,1,35,3.5553480614894135,90,1.5440680443502757,0,0.9714285714285714,0
1151616351,1,24,3.1780538303479458,89.61538461538461,1.146128035678238,0,0.5416666666666666,0
1151616361,1,29,3.367295829986474,93.46153846153847,1.4313637641589874,0,0.896551724137931,0
1151616367,1,4,1.3862943611198906,90,0.6989700043360189,0,1,0
1151616373,1,48,3.871201010907891,92.01612903225806,1.505149978319906,0,0.6458333333333334,0
1151616387,1,14,2.6390573296152584,88.61111111111111,1,0,0.6428571428571429,0
1151616391,1,5,1.6094379124341003,90.5,0.7781512503836436,0,1,0
1151616409,1,124,4.820281565605037,94.01470588235294,2.012837224705172,0,0.8225806451612904,0
1151616421,1,40,3.6888794541139363,90.52702702702703,1.568201724066995,0.3010299956639812,0.9,0.025
1151616425,1,40,3.6888794541139363,95.64516129032258,1.505149978319906,0,0.775,0
1151616427,1,1,0,87.5,0.3010299956639812,0,1,0
1151616433,1,92,4.5217885770490405,86.68539325842697,1.954242509439325,0,0.967391304347826,0
1151616459,1,192,5.2574953720277815,84.96385542168674,2.1702617153949575,1.3010299956639813,0.765625,0.09895833333333333
1151616461,1,13,2.5649493574615367,93.18181818181819,1.0791812460476249,0,0.8461538461538461,0
1151616463,1,13,2.5649493574615367,47.125,0.47712125471966244,0.8450980400142568,0.15384615384615385,0.46153846153846156
1151616475,1,16,2.772588722239781,75.11538461538461,1.0413926851582251,0.6020599913279624,0.625,0.1875
1151616481,1,10,2.302585092994046,86.75,0.6989700043360189,0,0.4,0
1151616497,1,4,1.3862943611198906,NaN,0,0,0,0
1151616501,1,70,4.248495242049359,86.9,1.7323937598229686,0.47712125471966244,0.7571428571428571,0.02857142857142857
1151616523,1,2,0.6931471805599453,95,0.47712125471966244,0,1,0
1151616529,1,1,0,87.5,0.3010299956639812,0,1,0
1151616535,1,3,1.0986122886681098,90,0.6020599913279624,0,1,0
1151616547,1,1,0,NaN,0,0,0,0
1151616561,1,21,3.044522437723423,90,1.2787536009528289,0,0.8571428571428571,0
1151616563,1,4,1.3862943611198906,89.375,0.6989700043360189,0,1,0
1151616613,1,1,0,100,0.3010299956639812,0,1,0
1151616623,1,234,5.455321115357702,87.74545454545455,2.041392685158225,0.3010299956639812,0.4658119658119658,0.004273504273504274
1151616627,1,2,0.6931471805599453,100,0.47712125471966244,0,1,0
1151616643,1,2,0.6931471805599453,93.75,0.47712125471966244,0,1,0
1151616645,1,2,0.6931471805599453,92.5,0.3010299956639812,0,0.5,0
1151616657,1,55,4.007333185232471,85.11458333333333,1.662757831681574,0.6020599913279624,0.8181818181818182,0.05454545454545454
1151616673,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1151616681,1,10,2.302585092994046,NaN,0,0,0,0
1151616701,1,64,4.1588830833596715,90.32407407407408,1.7403626894942439,0,0.84375,0
1151616709,1,20,2.995732273553991,89.28571428571429,0.9030899869919435,0,0.35,0
1151616717,1,87,4.465908118654584,87.58695652173913,1.3424226808222062,0.47712125471966244,0.2413793103448276,0.022988505747126436
1151616721,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151616737,1,1,0,90,0.3010299956639812,0,1,0
1151616743,1,1,0,90,0.3010299956639812,0,1,0
1151616753,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1151616757,1,14,2.6390573296152584,86.53846153846153,1.146128035678238,0,0.9285714285714286,0
1151616763,1,14,2.6390573296152584,94.64285714285714,1.1760912590556813,0,1,0
1151616779,1,161,5.081404364984463,89.78125,2.2041199826559246,0.3010299956639812,0.9875776397515528,0.006211180124223602
1151616787,1,31,3.4339872044851463,78.79411764705883,1.2041199826559248,0.47712125471966244,0.4838709677419355,0.06451612903225806
1151616797,1,1,0,100,0.3010299956639812,0,1,0
1151616799,1,2,0.6931471805599453,NaN,0,0,0,0
1151616809,1,1,0,NaN,0,0,0,0
1151616811,1,73,4.290459441148391,87.02054794520548,1.8692317197309762,0,1,0
1151616821,1,2,0.6931471805599453,92.5,0.3010299956639812,0,0.5,0
1151616825,1,7,1.9459101490553132,82.25,0.47712125471966244,0,0.2857142857142857,0
1151616827,1,2,0.6931471805599453,85,0.47712125471966244,0,1,0
1151616837,1,10,2.302585092994046,96.875,0.9542425094393249,0,0.8,0
1151616843,1,74,4.30406509320417,69.88970588235294,1.6901960800285136,1.3222192947339193,0.6486486486486487,0.2702702702702703
1151616849,1,30,3.4011973816621555,93.95,1.0413926851582251,0,0.3333333333333333,0
1151616851,1,1,0,100,0.3010299956639812,0,1,0
1151616861,1,32,3.4657359027997265,87.62068965517241,1.462397997898956,0.3010299956639812,0.875,0.03125
1151616875,1,9,2.1972245773362196,NaN,0,0,0,0
1151616913,1,4,1.3862943611198906,90,0.6989700043360189,0,1,0
1151616919,1,58,4.060443010546419,84.125,1.5185139398778875,0.6989700043360189,0.5517241379310345,0.06896551724137931
1151616921,1,1,0,90,0.3010299956639812,0,1,0
1151616939,1,28,3.332204510175204,45.77777777777778,1,1.2787536009528289,0.32142857142857145,0.6428571428571429
1151616947,1,9,2.1972245773362196,90,1,0,1,0
1151616967,1,1,0,100,0.3010299956639812,0,1,0
1151616971,1,1,0,90,0.3010299956639812,0,1,0
1151616973,1,8,2.0794415416798357,89.16666666666667,0.8450980400142568,0,0.75,0
1151616977,1,56,4.02535169073515,95.76923076923077,1.4313637641589874,0,0.4642857142857143,0
1151616983,1,34,3.5263605246161616,84.38636363636364,1.3424226808222062,0.3010299956639812,0.6176470588235294,0.029411764705882353
1151616987,1,33,3.4965075614664802,90.39655172413794,1.462397997898956,0.3010299956639812,0.8484848484848485,0.030303030303030304
1151616993,1,4,1.3862943611198906,67.5,0.6020599913279624,0,0.75,0
1151616997,1,59,4.07753744390572,97.24,1.6989700043360187,0.3010299956639812,0.8305084745762712,0.01694915254237288
1151617011,1,33,3.4965075614664802,92.83333333333333,1.3424226808222062,0,0.6363636363636364,0
1151617017,1,22,3.091042453358316,92.26190476190476,1.3424226808222062,0,0.9545454545454546,0
1151617021,1,6,1.791759469228055,71.58333333333333,0.7781512503836436,0.3010299956639812,0.8333333333333334,0.16666666666666666
1151617023,1,9,2.1972245773362196,92.5,1,0,1,0
1151617025,1,14,2.6390573296152584,95.83333333333333,1,0,0.6428571428571429,0
1151617031,1,12,2.4849066497880004,81.7,1,0.3010299956639812,0.75,0.08333333333333333
1151617039,1,94,4.543294782270004,74.07065217391305,1.968482948553935,0,0.9787234042553191,0
1151617043,1,99,4.59511985013459,76.52941176470588,1.4771212547196624,0.7781512503836436,0.29292929292929293,0.050505050505050504
1151617049,1,153,5.030437921392435,92.44827586206897,2.164352855784437,0,0.9477124183006536,0
1151617053,1,80,4.382026634673881,90.64189189189189,1.8750612633917,0,0.925,0
1151617055,1,2,0.6931471805599453,92.5,0.47712125471966244,0,1,0
1151617079,1,6,1.791759469228055,90,0.7781512503836436,0,0.8333333333333334,0
1151617095,1,13,2.5649493574615367,86.25,0.9542425094393249,0,0.6153846153846154,0
1151617105,1,1,0,82.5,0.3010299956639812,0,1,0
1151617113,1,79,4.3694478524670215,91.09649122807018,1.7634279935629373,0,0.7215189873417721,0
1151617115,1,18,2.8903717578961645,91.11111111111111,1.2787536009528289,0,1,0
1151617117,1,3,1.0986122886681098,94.16666666666667,0.6020599913279624,0,1,0
1151617119,1,5,1.6094379124341003,92.5,0.47712125471966244,0,0.4,0
1151617127,1,7,1.9459101490553132,60,0.47712125471966244,0.3010299956639812,0.2857142857142857,0.14285714285714285
1151617151,1,21,3.044522437723423,92.5952380952381,1.3424226808222062,0,1,0
1151617161,1,2,0.6931471805599453,88.75,0.47712125471966244,0,1,0
1151617185,1,63,4.143134726391533,77.71428571428571,1.3617278360175928,0.8450980400142568,0.3492063492063492,0.09523809523809523
1151617191,1,1,0,95,0.3010299956639812,0,1,0
1151617209,1,138,4.927253685157205,87.77215189873418,1.8976270912904414,0.3010299956639812,0.5652173913043478,0.007246376811594203
1151617213,1,5,1.6094379124341003,93.33333333333333,0.6020599913279624,0,0.6,0
1151617217,1,39,3.6635616461296463,74.94285714285714,1.5440680443502757,0.3010299956639812,0.8717948717948718,0.02564102564102564
1151617221,1,1,0,95,0.3010299956639812,0,1,0
1151617223,1,20,2.995732273553991,91.05263157894737,1.3010299956639813,0,0.95,0
1151617227,1,4,1.3862943611198906,44.5,0,0.3010299956639812,0,0.25
1151617229,1,67,4.204692619390966,74.28,1.3979400086720377,0.3010299956639812,0.3582089552238806,0.014925373134328358
1151617245,1,42,3.7376696182833684,83.33333333333333,0.8450980400142568,0,0.14285714285714285,0
1151617255,1,8,2.0794415416798357,93.14285714285714,0.8450980400142568,0.3010299956639812,0.75,0.125
1151617257,1,2,0.6931471805599453,76,0.3010299956639812,0.3010299956639812,0.5,0.5
1151617269,1,60,4.0943445622221,91.93181818181819,1.6434526764861874,0.3010299956639812,0.7166666666666667,0.016666666666666666
1151617307,1,12,2.4849066497880004,87.5,0.3010299956639812,0,0.08333333333333333,0
1151617317,1,7,1.9459101490553132,NaN,0,0,0,0
1151617319,1,17,2.833213344056216,93.57142857142857,0.9030899869919435,0,0.4117647058823529,0
1151617323,1,3,1.0986122886681098,94.16666666666667,0.6020599913279624,0,1,0
1151617327,1,28,3.332204510175204,82.97916666666667,1.380211241711606,0.3010299956639812,0.8214285714285714,0.03571428571428571
1151617329,1,23,3.1354942159291497,100,1.0791812460476249,0,0.4782608695652174,0
1151617339,1,16,2.772588722239781,96.94444444444444,1,0,0.5625,0
1151617345,1,156,5.049856007249537,94.31451612903226,1.7993405494535817,0,0.3974358974358974,0
1151617355,1,10,2.302585092994046,88.125,0.9542425094393249,0,0.8,0
1151617361,1,21,3.044522437723423,87.85,1.3222192947339193,0,0.9523809523809523,0
1151617363,1,350,5.857933154483459,93.30882352941177,1.8388490907372552,0,0.19428571428571428,0
1151617383,1,56,4.02535169073515,90,1.5563025007672873,0,0.625,0
1151617401,1,10,2.302585092994046,90.625,0.9542425094393249,0,0.8,0
1151617413,1,13,2.5649493574615367,90,0.3010299956639812,0,0.07692307692307693,0
1151617423,1,37,3.6109179126442243,88.29166666666667,1.0791812460476249,0.3010299956639812,0.2972972972972973,0.02702702702702703
1151617427,1,158,5.062595033026967,98.6474358974359,1.8976270912904414,0,0.4936708860759494,0
1151617443,1,8,2.0794415416798357,94.625,0.9542425094393249,0,1,0
1151617461,1,2,0.6931471805599453,67.5,0.3010299956639812,0,0.5,0
1151617465,1,1,0,NaN,0,0,0,0
1151617467,1,10,2.302585092994046,90.4,0.6989700043360189,0.3010299956639812,0.4,0.1
1151617469,1,15,2.70805020110221,75,0.3010299956639812,0,0.06666666666666667,0
1151617509,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1151617521,1,6,1.791759469228055,100,0.3010299956639812,0,0.16666666666666666,0
1151617537,1,3,1.0986122886681098,100,0.3010299956639812,0,0.3333333333333333,0
1151617543,1,43,3.7612001156935624,87.28378378378379,1.568201724066995,0.3010299956639812,0.8372093023255814,0.023255813953488372
1151617563,1,1,0,100,0.3010299956639812,0,1,0
1151617567,1,1,0,90,0.3010299956639812,0,1,0
1151617577,1,20,2.995732273553991,96.47058823529412,1.255272505103306,0,0.85,0
1151617579,1,27,3.295836866004329,90,1.3617278360175928,0,0.8148148148148148,0
1151617581,1,42,3.7376696182833684,91,1.3979400086720377,0.6020599913279624,0.5714285714285714,0.07142857142857142
1151617595,1,19,2.9444389791664403,89.82142857142857,1.1760912590556813,0,0.7368421052631579,0
1151617609,1,16,2.772588722239781,92.14285714285714,0.9030899869919435,0,0.4375,0
1151617613,1,65,4.174387269895637,93.95833333333333,1.380211241711606,0.3010299956639812,0.35384615384615387,0.015384615384615385
1151617621,1,2,0.6931471805599453,96.25,0.47712125471966244,0,1,0
1151617639,1,96,4.564348191467836,96.6,1.9493900066449128,0.47712125471966244,0.9166666666666666,0.020833333333333332
1151617641,1,267,5.58724865840025,89.85882352941177,2.406540180433955,0.3010299956639812,0.951310861423221,0.003745318352059925
1151617645,1,58,4.060443010546419,86.71296296296296,1.7075701760979363,0.6989700043360189,0.8620689655172413,0.06896551724137931
1151617661,1,27,3.295836866004329,92.375,1.3979400086720377,0,0.8888888888888888,0
1151617665,1,102,4.624972813284271,90.48469387755102,1.99563519459755,0,0.9607843137254902,0
1151617673,1,2,0.6931471805599453,92.5,0.3010299956639812,0,0.5,0
1151617681,1,1,0,69.5,0.3010299956639812,0,1,0
1151617693,1,1,0,100,0.3010299956639812,0,1,0
1151617697,1,30,3.4011973816621555,90.33333333333333,1.4913616938342726,0,1,0
1151617707,1,39,3.6635616461296463,91.51282051282051,1.591064607026499,0.3010299956639812,0.9743589743589743,0.02564102564102564
1151617745,1,5,1.6094379124341003,87.9,0.7781512503836436,0,1,0
1151617755,1,53,3.970291913552122,87.83333333333333,0.7781512503836436,0.3010299956639812,0.09433962264150944,0.018867924528301886
1151617757,1,233,5.4510384535657,98.4375,0.9542425094393249,0,0.034334763948497854,0
1151617759,1,1,0,40,0,0.3010299956639812,0,1
1151617761,1,16,2.772588722239781,54.54545454545455,0.6989700043360189,0.9030899869919435,0.25,0.4375
1151617769,1,2,0.6931471805599453,93.75,0.47712125471966244,0,1,0
1151617775,1,6,1.791759469228055,88.33333333333333,0.6020599913279624,0,0.5,0
1151617785,1,10,2.302585092994046,63.714285714285715,0.6020599913279624,0.6989700043360189,0.3,0.4
1151617789,1,113,4.727387818712341,90.47802197802197,1.9493900066449128,0.6020599913279624,0.7787610619469026,0.02654867256637168
1151617835,1,21,3.044522437723423,92.91666666666667,1.2787536009528289,0,0.8571428571428571,0
1151617837,1,1,0,100,0.3010299956639812,0,1,0
1151617843,1,60,4.0943445622221,98.33333333333333,0.8450980400142568,0,0.1,0
1151617855,1,9,2.1972245773362196,87.5,0.8450980400142568,0,0.6666666666666666,0
1151617867,1,79,4.3694478524670215,95,1.5314789170422551,0,0.4177215189873418,0
1151617871,1,13,2.5649493574615367,96.73076923076923,1.146128035678238,0,1,0
1151617879,1,103,4.634728988229636,85.51515151515152,1.505149978319906,0.47712125471966244,0.30097087378640774,0.019417475728155338
1151617889,1,2,0.6931471805599453,52,0,0.47712125471966244,0,1
1151617891,1,9,2.1972245773362196,93.4375,0.9542425094393249,0,0.8888888888888888,0
1151617895,1,24,3.1780538303479458,88.5,0.7781512503836436,0,0.20833333333333334,0
1151617931,1,16,2.772588722239781,96.78571428571429,0.9030899869919435,0,0.4375,0
1151617937,1,22,3.091042453358316,92.79411764705883,1.255272505103306,0,0.7727272727272727,0
1151617941,1,35,3.5553480614894135,90.68,1.3979400086720377,0.3010299956639812,0.6857142857142857,0.02857142857142857
1151617943,1,11,2.3978952727983707,84.94444444444444,0.9542425094393249,0.3010299956639812,0.7272727272727273,0.09090909090909091
1151617945,1,72,4.276666119016055,93.24626865671642,1.8325089127062364,0,0.9305555555555556,0
1151617949,1,47,3.8501476017100584,87.03125,1.2304489213782739,0,0.3404255319148936,0
1151617955,1,40,3.6888794541139363,87.8970588235294,1.505149978319906,0.6020599913279624,0.775,0.075
1151617959,1,76,4.330733340286331,75.66438356164383,1.8692317197309762,0,0.9605263157894737,0
1151617961,1,119,4.77912349311153,83.56043956043956,1.9138138523837167,1.0413926851582251,0.680672268907563,0.08403361344537816
1151617965,1,428,6.059123195581797,90.45629820051414,2.5854607295085006,0.7781512503836436,0.897196261682243,0.011682242990654205
1151617973,1,1,0,92.5,0.3010299956639812,0,1,0
1151617981,1,41,3.713572066704308,90.68181818181819,1.0791812460476249,0,0.2682926829268293,0
1151617985,1,1,0,NaN,0,0,0,0
1151617995,1,23,3.1354942159291497,87.08333333333333,1.255272505103306,0.3010299956639812,0.7391304347826086,0.043478260869565216
1151617999,1,5,1.6094379124341003,89.25,0.6989700043360189,0,0.8,0
1151618007,1,141,4.948759890378168,87.5,2.113943352306837,0,0.9148936170212766,0
1151618009,1,8,2.0794415416798357,96.42857142857143,0.9030899869919435,0,0.875,0
1151618023,1,114,4.736198448394496,88.53125,1.1760912590556813,0.47712125471966244,0.12280701754385964,0.017543859649122806
1151618025,1,3,1.0986122886681098,93.75,0.47712125471966244,0,0.6666666666666666,0
1151618031,1,6424,8.767796255626598,88.00987151363209,3.805024844429805,0,0.9934620174346201,0
1151618033,1,4,1.3862943611198906,NaN,0,0,0,0
1151618045,1,6,1.791759469228055,100,0.6020599913279624,0,0.5,0
1151618081,1,11,2.3978952727983707,94.16666666666667,1,0,0.8181818181818182,0
1151618093,1,2,0.6931471805599453,NaN,0,0,0,0
1151618103,1,281,5.638354669333745,98.47115384615384,2.3201462861110542,0,0.7402135231316725,0
1151618107,1,14,2.6390573296152584,90.35714285714286,1.1760912590556813,0,1,0
1151618115,1,140,4.941642422609304,91.27906976744185,1.6434526764861874,0,0.30714285714285716,0
1151618121,1,45,3.8066624897703196,94.375,1.2304489213782739,0,0.35555555555555557,0
1151618129,1,44,3.784189633918261,93.26923076923077,1.146128035678238,0,0.29545454545454547,0
1151618131,1,125,4.8283137373023015,29.90740740740741,0.9542425094393249,1.6720978579357175,0.064,0.368
1151618135,1,133,4.890349128221754,NaN,0,0,0,0
1151618137,1,26,3.258096538021482,94,1.2041199826559248,0,0.5769230769230769,0
1151618143,1,5,1.6094379124341003,69.16666666666667,0.47712125471966244,0.3010299956639812,0.4,0.2
1151618145,1,6,1.791759469228055,87.5,0.8450980400142568,0,1,0
1151618147,1,4,1.3862943611198906,100,0.6020599913279624,0,0.75,0
1151618157,1,3,1.0986122886681098,92.5,0.6020599913279624,0,1,0
1151618171,1,16,2.772588722239781,100,0.3010299956639812,0,0.0625,0
1151618179,1,7,1.9459101490553132,86.25,0.8450980400142568,0,0.8571428571428571,0
1151618183,1,23,3.1354942159291497,91.66666666666667,1.2041199826559248,0,0.6521739130434783,0
1151618197,1,1,0,87.5,0.3010299956639812,0,1,0
1151618207,1,3,1.0986122886681098,NaN,0,0,0,0
1151618219,1,4,1.3862943611198906,93.75,0.47712125471966244,0,0.5,0
1151618231,1,1,0,85,0.3010299956639812,0,1,0
1151618269,1,1,0,82.5,0.3010299956639812,0,1,0
1151618275,1,9,2.1972245773362196,87.42857142857143,0.8450980400142568,0.3010299956639812,0.6666666666666666,0.1111111111111111
1151618307,1,12,2.4849066497880004,93.125,0.9542425094393249,0,0.6666666666666666,0
1151618313,1,22,3.091042453358316,96.875,0.6989700043360189,0,0.18181818181818182,0
1151618315,1,1,0,90,0.3010299956639812,0,1,0
1151618317,1,1,0,NaN,0,0,0,0
1151618331,1,2,0.6931471805599453,72.5,0.3010299956639812,0.3010299956639812,0.5,0.5
1151618343,1,6,1.791759469228055,95.83333333333333,0.8450980400142568,0,1,0
1151618355,1,6,1.791759469228055,88.33333333333333,0.8450980400142568,0,1,0
1151618421,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151618423,1,21,3.044522437723423,95.96153846153847,1.146128035678238,0,0.6190476190476191,0
1151618427,1,4,1.3862943611198906,87.5,0.47712125471966244,0,0.5,0
1151618445,1,28,3.332204510175204,82.5,1.414973347970818,0,0.8928571428571429,0
1151618465,1,11,2.3978952727983707,79.63636363636364,1,0.47712125471966244,0.8181818181818182,0.18181818181818182
1151618471,1,30,3.4011973816621555,87.29166666666667,1.1139433523068367,0,0.4,0
1151618477,1,9,2.1972245773362196,95,1,0,1,0
1151618489,1,1,0,100,0.3010299956639812,0,1,0
1151618493,1,252,5.529429087511423,92.68565400843882,2.369215857410143,0.6989700043360189,0.9246031746031746,0.015873015873015872
1151618495,1,14,2.6390573296152584,86.15384615384616,1.146128035678238,0,0.9285714285714286,0
1151618513,1,386,5.955837369464831,94.31818181818181,1.3617278360175928,0,0.05699481865284974,0
1151618517,1,11,2.3978952727983707,91.81818181818181,1.0791812460476249,0,1,0
1151618541,1,25,3.2188758248682006,91.93181818181819,1.3617278360175928,0,0.88,0
1151618557,1,3350,8.116715624819111,87.39024390243902,1.6232492903979006,0,0.012238805970149255,0
1151618563,1,137,4.919980925828125,89.83211678832117,2.1367205671564067,0.3010299956639812,0.9927007299270073,0.0072992700729927005
1151618567,1,1,0,NaN,0,0,0,0
1151618579,1,5,1.6094379124341003,97.5,0.47712125471966244,0,0.4,0
1151618609,1,43,3.7612001156935624,92.6923076923077,1.4313637641589874,0,0.6046511627906976,0
1151618623,1,161,5.081404364984463,88.5738255033557,2.1760912590556813,0,0.9254658385093167,0
1151618637,1,231,5.442417710521793,87.8112582781457,2.1818435879447726,0,0.6536796536796536,0
1151618641,1,9,2.1972245773362196,90,0.7781512503836436,0,0.5555555555555556,0
1151618643,1,194,5.267858159063328,88.14245810055866,2.255272505103306,0,0.9226804123711341,0
1151618649,1,3,1.0986122886681098,100,0.3010299956639812,0,0.3333333333333333,0
1151618657,1,3,1.0986122886681098,87.5,0.47712125471966244,0,0.6666666666666666,0
1151618689,1,3,1.0986122886681098,100,0.6020599913279624,0,1,0
1151618715,1,1,0,77.5,0.3010299956639812,0,1,0
1151618721,1,493,6.20050917404269,94.1025641025641,1.6020599913279623,0,0.07910750507099391,0
1151618723,1,243,5.493061443340548,61.529680365296805,1.7403626894942439,2.220108088040055,0.2222222222222222,0.6790123456790124
1151618735,1,30,3.4011973816621555,98.53448275862068,1.4771212547196624,0,0.9666666666666667,0
1151618777,1,411,6.018593214496234,87.10703363914374,2.505149978319906,0.9542425094393249,0.7761557177615572,0.019464720194647202
1151618781,1,5,1.6094379124341003,87.5,0.47712125471966244,0,0.4,0
1151618791,1,39,3.6635616461296463,87.5,1.591064607026499,0,0.9743589743589743,0
1151618797,1,161,5.081404364984463,87.67054263565892,2.113943352306837,0,0.8012422360248447,0
1151618815,1,5,1.6094379124341003,78.9,0.6989700043360189,0.3010299956639812,0.8,0.2
1151618847,1,6,1.791759469228055,91.25,0.6989700043360189,0,0.6666666666666666,0
1151618855,1,122,4.804021044733257,86.8735632183908,1.8920946026904804,1.0413926851582251,0.6311475409836066,0.08196721311475409
1151618867,1,71,4.2626798770413155,89.41666666666667,1.4913616938342726,0,0.4225352112676056,0
1151618869,1,73,4.290459441148391,89.3360655737705,1.7853298350107671,0.3010299956639812,0.821917808219178,0.0136986301369863
1151618889,1,3,1.0986122886681098,82.5,0.47712125471966244,0,0.6666666666666666,0
1151618895,1,46,3.828641396489095,91.1413043478261,1.6720978579357175,0,1,0
1151618909,1,11,2.3978952727983707,90,0.6020599913279624,0,0.2727272727272727,0
1151618941,1,49,3.8918202981106265,92.70967741935483,1.4771212547196624,0.47712125471966244,0.5918367346938775,0.04081632653061224
1151618947,1,5,1.6094379124341003,90,0.7781512503836436,0,1,0
1151618975,1,258,5.552959584921617,89.36055776892431,2.392696953259666,0.7781512503836436,0.9534883720930233,0.01937984496124031
1151618999,1,355,5.872117789475416,89.609375,1.8129133566428555,0,0.18028169014084508,0
1151619001,1,25,3.2188758248682006,91.3,1.3222192947339193,0,0.8,0
1151619011,1,2,0.6931471805599453,NaN,0,0,0,0
1151619027,1,121,4.795790545596741,81.42056074766356,2.0293837776852097,0.3010299956639812,0.8760330578512396,0.008264462809917356
1151619029,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151619031,1,1,0,NaN,0,0,0,0
1151619039,1,5,1.6094379124341003,91.875,0.6989700043360189,0,0.8,0
1151619045,1,17,2.833213344056216,73.25,1.0413926851582251,0,0.5882352941176471,0
1151619057,1,4,1.3862943611198906,92.5,0.6989700043360189,0,1,0
1151619069,1,14,2.6390573296152584,71.03571428571429,0.9542425094393249,0.8450980400142568,0.5714285714285714,0.42857142857142855
1151619071,1,64,4.1588830833596715,90.84677419354838,1.7993405494535817,0,0.96875,0
1151619089,1,5,1.6094379124341003,89.5,0.7781512503836436,0,1,0
1151697175,1,1,0,NaN,0,0,0,0
1151697841,1,7,1.9459101490553132,90,0.3010299956639812,0,0.14285714285714285,0
1151713529,1,247,5.5093883366279774,95.40322580645162,1.505149978319906,0,0.12550607287449392,0
1151714261,1,27,3.295836866004329,96.13636363636364,1.0791812460476249,0,0.4074074074074074,0
1151714673,1,4,1.3862943611198906,96.875,0.6989700043360189,0,1,0
1151714809,1,188,5.236441962829949,89.70338983050847,2.250420002308894,0,0.9414893617021277,0
1151730259,1,2,0.6931471805599453,95,0.47712125471966244,0,1,0
1151730417,1,76,4.330733340286331,NaN,0,0,0,0
